Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Form_DLY (Extended)
(Note that non standard row charges apply. For details search the help on "fdly").
Station,Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET05(C),ET10(C),ET20(C),ET50(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ),SoilM(%)
4843,20101213:0000,329,14.9,560,0.1,21.8,28.2,15.4,14.4,14.0,21.8,21.1,-,-,-,1009.8,1005.4,-,22.40,-
4843,20101214:0000,220,12.4,461,0.0,17.6,21.5,13.7,13.7,14.1,21.3,21.2,-,-,-,1015.4,1010.9,-,21.43,-
4843,20101215:0000,81,8.2,258,0.0,15.9,19.7,12.0,8.7,14.8,19.4,19.8,-,-,-,1021.1,1016.6,-,11.99,-
4843,20101216:0000,69,11.3,460,0.1,16.5,19.8,13.2,11.1,14.9,18.7,19.2,-,-,-,1018.2,1013.7,-,15.03,-
4843,20101217:0000,55,11.3,468,7.4,17.6,20.3,14.9,14.4,18.1,17.9,18.4,-,-,-,1006.8,1002.4,-,8.68,-
4843,20101218:0000,213,10.3,360,0.0,24.7,32.8,16.5,15.3,15.5,22.5,21.2,-,-,-,1002.7,998.4,-,31.12,-
4843,20101219:0000,7,12.4,424,0.2,21.7,28.0,15.3,15.1,17.4,20.1,20.3,-,-,-,1003.3,999.0,-,15.64,-
4843,20101220:0000,325,12.4,399,0.0,23.2,29.4,16.9,13.1,14.1,21.1,20.5,-,-,-,1003.8,999.5,-,18.79,-
4843,20101221:0000,311,22.1,816,0.0,26.0,31.5,20.5,19.4,13.0,24.3,23.0,-,-,-,998.3,994.0,-,28.01,-
4843,20101222:0000,304,24.2,697,0.0,20.2,28.2,12.1,5.7,9.3,23.6,23.1,-,-,-,1005.7,1001.4,-,35.13,-
4843,20101223:0000,51,13.9,363,0.0,15.0,23.8,6.2,2.5,10.1,22.0,22.0,-,-,-,1013.7,1009.2,-,32.27,-
4843,20101224:0000,174,21.6,512,0.0,17.6,24.3,10.9,6.4,9.7,22.5,22.3,-,-,-,1003.5,999.1,-,33.15,-
4843,20101225:0000,63,12.9,367,0.0,13.2,22.0,4.4,1.9,10.7,21.6,21.8,-,-,-,1010.5,1006.0,-,33.31,-
4843,20101226:0000,311,11.8,241,0.0,17.7,22.0,13.4,12.3,10.6,20.7,21.1,-,-,-,1008.0,1003.6,0.0,12.46,-
4843,20101227:0000,20,16.0,626,0.0,23.8,30.5,17.0,14.9,13.2,23.7,22.7,-,-,-,999.0,994.7,-,26.01,-
4843,20101228:0000,210,17.0,487,18.4,15.6,21.9,9.2,6.3,14.9,17.7,18.6,-,-,-,994.3,989.9,-,10.45,-
4843,20101229:0000,87,12.4,498,0.0,13.7,20.4,6.9,3.4,12.5,17.4,17.8,-,-,-,1019.7,1015.1,-,34.93,-
4843,20101230:0000,62,9.8,370,0.0,19.2,24.5,13.9,11.1,13.8,19.6,19.3,-,-,-,1013.4,1009.0,-,25.77,-
4843,20101231:0000,78,13.4,458,0.0,17.5,22.3,12.7,10.8,11.1,18.7,19.0,-,-,-,1012.3,1007.9,-,27.15,-
4843,20110101:0000,66,17.5,504,0.3,16.0,20.2,11.7,11.4,12.8,18.4,18.9,-,-,-,1016.3,1011.9,-,28.70,-
4843,20110102:0000,307,20.6,584,0.1,23.0,31.1,14.9,13.1,13.3,20.9,20.3,-,-,-,1009.9,1005.5,-,19.57,-
4843,20110103:0000,232,10.8,448,0.0,23.9,31.9,15.9,11.9,13.5,24.5,23.1,-,-,-,1009.8,1005.5,-,32.98,-
4843,20110104:0000,74,10.8,455,0.1,17.6,20.2,14.9,14.3,14.8,20.5,21.3,-,-,-,1016.1,1011.6,0.0,12.08,-
4843,20110105:0000,72,7.2,345,1.4,16.3,17.9,14.6,14.4,16.8,18.3,19.2,-,-,-,1015.9,1011.4,0.0,6.54,-
4843,20110106:0000,92,13.4,417,0.1,22.3,29.3,15.3,14.9,17.9,20.6,20.2,-,-,-,1002.6,998.2,-,22.28,-
4843,20110107:0000,204,12.4,405,0.0,20.0,25.8,14.2,13.4,15.2,22.2,21.8,-,-,-,1007.2,1002.8,-,31.38,-
4843,20110108:0000,182,13.4,443,3.4,14.6,19.4,9.7,7.9,11.7,19.0,19.8,-,-,-,1023.8,1019.3,-,31.19,-
4843,20110109:0000,64,13.4,385,0.1,14.0,21.5,6.5,3.1,11.8,19.8,19.9,-,-,-,1027.8,1023.2,-,35.51,-
4843,20110110:0000,210,11.3,431,0.0,17.4,22.7,12.1,10.1,13.5,20.7,20.7,-,-,-,1025.0,1020.5,-,29.72,-
4843,20110111:0000,66,10.3,385,0.1,15.5,17.9,13.0,12.6,13.9,18.9,19.9,-,-,-,1022.6,1018.1,-,15.20,-
4843,20110112:0000,175,14.9,346,0.3,13.8,17.8,9.7,9.4,13.1,17.2,18.3,-,-,-,1017.1,1012.6,0.0,9.37,-
4843,20110113:0000,199,9.8,283,0.3,14.3,19.4,9.2,7.0,10.1,18.9,18.8,-,-,-,1019.0,1014.5,-,29.74,-
4843,20110114:0000,53,12.9,346,0.0,13.6,21.4,5.8,3.5,11.8,20.4,20.4,-,-,-,1019.9,1015.4,-,33.87,-
4843,20110115:0000,293,21.6,500,0.0,21.3,30.8,11.8,9.7,11.6,22.7,22.1,-,-,-,1009.0,1004.6,-,26.39,-
4843,20110116:0000,194,20.1,603,0.1,24.0,33.8,14.1,13.2,12.2,24.6,23.6,-,-,-,999.8,995.5,-,32.56,-
4843,20110117:0000,70,12.9,506,0.5,16.7,19.7,13.7,13.9,16.6,20.3,21.1,-,-,-,1006.9,1002.4,-,14.56,-
4843,20110118:0000,67,9.3,337,23.5,18.8,22.7,14.8,14.2,19.1,19.2,19.6,-,-,-,993.0,988.7,0.0,6.34,-
4843,20110119:0000,281,21.1,605,0.4,20.4,28.2,12.5,11.0,12.1,19.9,19.7,-,-,-,993.1,988.8,-,32.70,-
4843,20110120:0000,220,11.8,403,0.5,12.7,15.2,10.1,9.4,10.6,15.5,16.9,-,-,-,1019.7,1015.1,-,11.02,-
4843,20110121:0000,75,11.8,444,2.3,13.8,16.5,11.1,9.5,10.6,14.5,15.6,-,-,-,1026.4,1021.8,-,10.64,-
4843,20110122:0000,75,10.3,314,9.8,14.7,18.6,10.8,10.4,13.2,16.0,16.4,-,-,-,1022.8,1018.2,-,16.88,-
4843,20110123:0000,71,9.8,325,7.4,14.4,18.2,10.6,6.8,13.0,16.1,16.5,-,-,-,1014.5,1010.0,-,18.04,-
4843,20110124:0000,60,9.3,297,0.1,15.4,21.4,9.4,8.2,12.7,18.2,17.8,-,-,-,1007.3,1002.9,-,31.24,-
4843,20110125:0000,61,11.8,481,0.0,17.5,21.4,13.5,10.2,15.9,18.9,18.8,-,-,-,1010.5,1006.1,-,26.67,-
4843,20110126:0000,28,14.9,285,0.1,17.9,26.9,8.8,6.9,13.9,18.6,18.6,-,-,-,1010.6,1006.2,-,16.13,-
4843,20110127:0000,193,13.9,499,0.0,18.3,22.9,13.7,10.8,13.9,18.9,18.9,-,-,-,1013.3,1008.8,-,21.93,-
4843,20110128:0000,61,13.4,482,0.0,16.1,21.4,10.8,6.4,15.1,18.3,18.5,-,-,-,1007.0,1002.5,-,23.20,-
4843,20110129:0000,198,19.0,555,4.3,15.6,20.9,10.2,7.6,13.1,17.5,18.1,-,-,-,1001.9,997.5,-,22.51,-
4843,20110130:0000,288,16.5,456,0.0,16.4,25.0,7.7,4.5,10.9,16.9,17.2,-,-,-,1007.5,1003.0,-,19.81,-
4843,20110131:0000,185,20.1,448,0.0,17.6,22.8,12.3,10.7,12.3,16.8,17.3,-,-,-,1000.8,996.4,-,15.65,-
4843,20110201:0000,70,12.4,344,0.0,14.5,23.8,5.1,2.6,10.9,18.6,18.3,-,-,-,1011.3,1006.8,-,29.44,-
4843,20110202:0000,312,25.2,658,0.0,23.3,31.8,14.7,12.9,12.6,21.1,20.5,-,-,-,1005.4,1001.1,-,26.50,-
4843,20110203:0000,65,15.4,547,1.0,15.1,20.0,10.1,6.9,14.0,18.1,18.8,-,-,-,1010.5,1006.1,-,16.09,-
4843,20110204:0000,69,16.0,560,0.0,18.3,21.9,14.6,13.5,16.1,20.5,20.2,-,-,-,1011.0,1006.6,-,30.31,-
4843,20110205:0000,100,8.8,282,0.0,19.2,22.8,15.6,15.9,17.8,21.1,20.8,-,-,-,1013.1,1008.7,-,16.14,-
4843,20110206:0000,309,23.7,470,0.0,27.0,35.9,18.0,17.4,17.4,25.5,23.9,-,-,-,1005.7,1001.4,-,27.37,-
4843,20110207:0000,189,17.5,467,19.6,19.7,27.9,11.4,12.0,14.7,18.2,19.5,-,-,-,1008.4,1004.0,0.0,7.86,-
4843,20110208:0000,229,11.3,327,0.0,18.2,24.3,12.1,11.1,14.1,20.0,19.7,-,-,-,1003.4,999.0,-,31.12,-
4843,20110209:0000,183,14.9,501,1.4,13.6,18.1,9.1,9.4,11.5,17.0,18.0,-,-,-,1013.5,1009.0,-,20.91,-
4843,20110210:0000,69,9.8,278,0.0,14.3,23.8,4.7,1.1,9.7,17.9,17.8,-,-,-,1019.9,1015.4,-,30.57,-
4843,20110211:0000,66,18.0,621,0.0,15.1,19.8,10.4,7.7,13.8,17.7,18.1,-,-,-,1026.3,1021.7,-,24.44,-
4843,20110212:0000,323,14.9,475,0.0,23.0,30.6,15.3,14.0,14.3,20.3,19.8,-,-,-,1015.2,1010.8,-,21.42,-
4843,20110213:0000,67,9.3,303,0.2,18.3,21.2,15.3,14.9,15.8,19.6,19.8,-,-,-,1014.8,1010.4,-,12.57,-
4843,20110214:0000,197,14.4,465,0.4,16.3,19.2,13.3,11.7,14.0,18.6,18.9,-,-,-,1017.1,1012.6,-,19.62,-
4843,20110215:0000,75,9.3,292,0.0,14.2,21.1,7.3,4.3,11.8,19.2,19.2,-,-,-,1026.0,1021.4,-,26.48,-
4843,20110216:0000,61,9.8,344,0.0,14.0,21.2,6.7,3.9,13.3,19.8,19.9,-,-,-,1029.9,1025.3,-,28.87,-
4843,20110217:0000,62,16.0,624,0.0,15.3,21.1,9.4,6.5,14.2,19.3,19.7,-,-,-,1027.3,1022.7,-,28.36,-
4843,20110218:0000,62,11.8,447,0.0,18.9,23.3,14.4,12.8,16.4,20.2,20.2,-,-,-,1018.3,1013.8,-,20.49,-
4843,20110219:0000,229,9.8,389,0.0,16.9,19.5,14.3,12.3,16.3,19.4,19.8,-,-,-,1021.9,1017.4,-,12.17,-
4843,20110220:0000,70,16.5,653,0.0,17.9,22.2,13.6,11.7,16.4,20.2,20.3,-,-,-,1016.7,1012.2,-,24.52,-
4843,20110221:0000,85,9.3,406,0.0,22.3,28.9,15.6,14.3,16.8,23.1,22.0,-,-,-,1003.7,999.4,-,26.19,-
4843,20110222:0000,219,12.9,438,6.6,16.8,21.5,12.0,11.8,14.4,17.8,19.2,-,-,-,1005.9,1001.5,0.0,5.63,-
4843,20110223:0000,56,8.8,233,3.6,14.2,16.9,11.4,10.6,13.9,16.4,17.3,-,-,-,1008.8,1004.3,-,8.31,-
4843,20110224:0000,64,9.8,322,0.2,15.4,21.1,9.6,8.1,14.3,18.5,18.3,-,-,-,1005.2,1000.8,-,25.41,-
4843,20110225:0000,181,13.4,381,2.8,13.8,16.6,10.9,9.1,14.5,15.9,16.9,-,-,-,1006.6,1002.2,0.0,8.35,-
4843,20110226:0000,46,9.3,273,0.0,13.1,16.5,9.7,6.9,11.8,15.9,16.5,-,-,-,1013.9,1009.4,-,12.41,-
4843,20110227:0000,75,10.8,408,0.0,12.9,19.0,6.7,3.1,12.9,16.5,16.5,-,-,-,1011.4,1006.9,-,24.20,-
4843,20110228:0000,71,8.2,226,0.0,17.6,25.4,9.8,7.4,13.5,18.5,18.2,-,-,-,1010.5,1006.1,-,21.28,-
4843,20110301:0000,25,12.4,408,0.0,21.4,28.8,14.0,11.2,14.7,19.9,19.4,-,-,-,1006.0,1001.6,-,19.54,-
4843,20110302:0000,303,23.2,684,0.0,18.3,27.6,8.9,3.4,10.2,20.3,20.0,-,-,-,998.6,994.2,-,21.03,-
4843,20110303:0000,57,11.3,394,0.0,12.7,22.9,2.4,-1.3,9.0,17.3,17.7,-,-,-,1011.2,1006.7,-,26.09,-
4843,20110304:0000,310,17.0,475,0.0,20.6,30.2,10.9,8.3,10.8,20.5,19.9,-,-,-,1000.9,996.5,-,21.96,-
4843,20110305:0000,185,19.0,488,11.6,17.2,25.6,8.7,7.7,12.0,17.2,17.9,-,-,-,1004.1,999.7,-,13.62,-
4843,20110306:0000,201,15.4,431,1.2,11.1,15.4,6.7,4.6,9.7,13.2,14.5,-,-,-,1015.1,1010.6,-,18.00,-
4843,20110307:0000,206,9.3,299,0.4,10.8,16.5,5.1,2.8,10.1,13.4,14.3,-,-,-,1022.5,1018.0,-,15.52,-
4843,20110308:0000,196,8.2,189,0.0,12.5,18.7,6.3,4.4,10.4,15.5,15.5,-,-,-,1022.3,1017.7,-,21.84,-
4843,20110309:0000,81,9.8,278,0.0,12.5,19.0,6.0,2.9,12.0,15.8,16.0,-,-,-,1022.8,1018.2,-,23.49,-
4843,20110310:0000,71,10.3,400,0.0,14.9,19.5,10.2,9.3,13.9,16.0,16.2,-,-,-,1017.4,1012.9,-,19.93,-
4843,20110311:0000,191,9.8,220,0.6,15.0,19.6,10.3,9.0,15.4,16.3,16.6,-,-,-,1019.4,1014.9,-,8.44,-
4843,20110312:0000,77,8.2,286,0.2,14.8,16.7,12.9,11.2,15.5,16.0,16.4,-,-,-,1029.3,1024.7,0.0,6.82,-
4843,20110313:0000,86,9.3,397,0.0,16.4,20.1,12.7,11.1,15.8,17.2,17.1,-,-,-,1027.0,1022.5,-,18.93,-
4843,20110314:0000,309,17.5,393,0.0,20.2,28.7,11.6,12.0,12.2,18.7,18.1,-,-,-,1016.2,1011.8,-,18.62,-
4843,20110315:0000,222,14.9,533,2.0,17.1,22.8,11.3,9.8,12.6,16.7,17.2,-,-,-,1019.1,1014.6,-,15.50,-
4843,20110316:0000,67,12.4,385,0.0,13.7,18.9,8.5,5.9,13.5,15.6,16.1,-,-,-,1017.9,1013.3,-,16.36,-
4843,20110317:0000,316,9.8,228,0.0,15.6,23.0,8.2,6.1,14.2,15.7,16.0,-,-,-,1009.4,1004.9,-,8.99,-
4843,20110318:0000,306,17.5,298,0.0,15.5,21.9,9.0,5.7,13.2,17.7,17.4,-,-,-,1005.9,1001.4,-,21.23,-
4843,20110319:0000,297,14.4,510,1.0,15.3,19.7,10.9,10.1,11.4,15.0,16.0,-,-,-,1013.9,1009.4,0.0,8.24,-
4843,20110320:0000,89,6.7,223,17.6,13.4,14.8,12.0,11.9,14.5,15.1,15.6,-,-,-,1024.5,1019.9,-,7.87,-
4843,20110321:0000,67,9.3,219,0.0,15.6,18.4,12.8,11.0,14.9,16.1,16.3,-,-,-,1025.4,1020.9,-,13.44,-
4843,20110322:0000,199,11.3,315,2.6,14.7,16.5,12.9,11.5,15.9,15.8,16.1,-,-,-,1019.1,1014.6,0.0,6.16,-
4843,20110323:0000,198,11.8,376,0.8,11.9,16.1,7.7,5.4,12.0,14.2,14.9,-,-,-,1024.8,1020.3,-,11.65,-
4843,20110324:0000,67,11.3,306,0.0,11.2,17.5,4.9,2.9,10.6,13.3,14.0,-,-,-,1024.4,1019.8,-,19.02,-
4843,20110325:0000,65,13.4,530,0.0,13.5,18.3,8.7,7.4,13.1,14.3,14.4,-,-,-,1015.7,1011.2,-,18.60,-
4843,20110326:0000,79,9.8,455,0.0,21.6,28.7,14.5,13.7,16.1,17.6,16.8,-,-,-,1006.0,1001.6,-,17.54,-

UserName is = raazesh.sainudiin
Total number of rows output = 5074
Number of rows remaining in subscription = 1994926
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz

